24.784317,40.993043
2.655329,13.912428
12.835337,23.628688
32.473551,50.671904
27.409727,13.08965
6.844017,12.315491
40.716291,51.5994
28.479338,33.876014
0.336591,11.358076
29.492851,37.724371
38.898699,55.552474
16.014252,6.320431
26.512151,25.756691
54.725956,53.888218
19.608295,25.880108
-7.812651,13.84885
25.281724,48.5813
25.655714,30.203432
-3.597784,12.31923
35.446772,38.094621
50.896298,55.193444
3.594044,16.593936
15.520585,16.115229
42.705918,47.029242
-3.208834,28.520477
2.875983,18.048757
51.360046,51.150612
35.682385,35.162539
4.47292,6.578484
30.162293,32.802663
39.23903,40.308642
5.718307,11.60117
12.760539,31.172066
57.441123,53.929357
14.95586,18.074936
11.447834,10.913028
43.648372,43.678292
33.180392,38.969758
9.914475,-2.079384
36.209711,38.943578
39.912212,50.567187
-2.681508,19.152028
11.58995,29.54895
49.082447,45.454744
21.874675,19.219346
9.390889,2.401016
44.86758,39.844894
44.265456,17.536391
6.193274,9.880816
21.369788,31.998584
41.849481,45.798815
18.579823,15.834736
13.47112,22.170127
49.70701,41.987857
26.048403,18.920154
5.265779,8.317538
28.632674,55.68711
29.14878,47.979177
-1.469781,3.526726
29.085202,30.349288
48.484063,38.838861
13.104609,3.485587
16.474259,28.744871
45.379946,54.95783
12.655821,38.102101
8.321277,17.139961
51.015975,46.707611
28.535437,34.807249
3.986733,-5.067564
25.79035,20.049604
57.800154,54.710996
10.381962,20.087003
6.103517,20.490912
58.245202,51.891112
24.421547,30.764417
7.330204,5.942701
51.95843,41.359554
43.999923,29.732205
-3.238753,9.469427
28.02307,38.685525
49.407818,55.593613
-1.85125,-4.86935
8.257699,8.283878
59.243755,56.248095
24.832936,25.592135
-16.298484,-2.419715
43.640893,42.032736
44.317814,41.183778
-23.011604,-1.892389
15.845956,37.294282
58.488295,74.465148
-8.104363,19.698053
-0.968634,3.111597
70.676629,62.288034
16.406941,31.336622
-22.364602,0.848957
31.340362,52.33616
34.250004,52.309981
-16.81459,0.325371
11.257099,29.608788
65.171497,57.800154
6.922555,5.344317
0.269273,12.588503
65.545487,73.522693
16.627595,41.935498
-22.263624,-9.372189
49.894005,45.23409
36.303209,48.97025
-18.549904,-9.087957
36.232151,29.122601
49.624733,72.580238
5.953921,7.808911
5.493913,4.042832
69.281647,65.302393
15.655221,22.031751
-18.935113,-15.172774
50.312874,59.853359
30.038876,61.450296
-10.598876,-3.35843
26.186779,23.714706
57.916091,42.328188
3.208834,8.676568
5.291958,9.806018
42.98267,76.798846
15.636522,26.399954
-15.722539,2.154182
45.551981,51.22167
42.892913,43.783009
-15.498145,-7.270366
27.753798,19.249265
57.164371,73.496514
-10.236106,21.455806
-3.276152,23.583809
49.71823,72.15763
36.980131,19.784071
-6.062378,-17.92534
52.081847,57.347626
49.538715,57.482262
-25.640754,6.451327
12.655821,44.067241
63.634398,57.459823
0.73302,10.09399
4.895529,5.845464
64.741408,65.126618
23.93162,28.225025
-13.740392,-15.928234
53.129019,63.776514
41.580208,52.433397
-22.517938,-8.882262
22.43566,33.146733
66.663717,69.808973
3.478107,-0.250573
10.202447,-3.672582
69.016114,82.558292
17.020285,35.51783
-21.343609,9.125356
54.423024,53.413251
35.850681,51.640539
-10.396922,-0.875137
34.37342,18.486325
64.352459,55.058807
-4.727234,16.605156
-9.877076,6.440108
60.687357,75.949888
20.049604,31.695652
-21.67272,-2.008326
38.255437,53.551627
46.034429,39.396106
-4.592597,-15.759938
19.05105,49.688311
50.649465,70.818746
4.428042,3.122816
-5.875383,12.652082
57.650558,77.516906
19.256745,25.659454
-9.813497,-14.712766
44.736683,57.112012
39.078215,60.066533
-5.766926,1.413682
41.681185,28.340962
65.369711,53.719923
2.965741,5.176022
0.033659,9.439507
60.014175,70.373697
20.20294,21.710119
-23.894221,-3.268673
47.496729,55.657191
46.232643,47.549088
-13.153228,-16.294744
23.879261,35.697345
60.765894,75.646956
2.61419,12.592243
-16.515398,13.886249
63.697976,70.171743
24.025117,23.531451
-14.245279,-9.417068
49.433998,58.155444
41.378253,54.116352
-40.243193,-21.523124
1.782062,9.484386
32.441762,58.413497
-15.111066,-5.396676
-16.83142,6.791658
34.547326,64.715229
8.629819,24.993751
-25.702462,-18.647141
26.024094,52.437137
14.149911,51.711597
-42.326318,-17.95526
12.519315,10.46424
61.706479,63.264148
-20.94531,-6.073598
-17.123132,-15.905795
37.980554,56.397691
13.790881,22.04671
-25.721162,-11.358076
30.253921,37.945025
26.854352,45.062055
-30.343678,-14.667888
11.872312,0.867657
39.543832,67.30324
-18.791127,-3.302332
-20.021554,1.941008
23.047133,49.280662
5.200331,20.763925
-30.044486,-13.026072
12.178984,35.357014
28.215675,37.058669
-17.657938,-20.303917
1.022863,11.94898
30.586772,44.87132
-16.752882,19.690573
-9.647072,1.88491
27.68087,42.732097
-5.331227,21.407187
-22.923717,-2.019546
36.058245,27.622901
30.298799,27.376068
-34.75302,2.950781
-5.96327,30.887834
27.740708,43.390319
-7.567688,4.342024
-11.146772,-1.13693
27.527534,45.196691
18.166564,16.878169
-19.834559,-6.780439
11.057014,45.462224
7.739723,37.458838
-12.242563,-2.748826
-0.072928,23.19112
31.368411,31.359061
-11.57312,19.473659
-11.60304,1.308965
24.797407,53.368372
6.232543,26.452312
-16.0797,-2.516953
16.423771,44.8601
14.546341,38.031043
-17.990789,4.379423
1.48661,-1.282786
31.428249,46.546795
-7.795821,9.424548
-13.057861,12.551104
27.841685,52.904625
1.542709,22.559077
-22.770381,-6.069858
15.578553,30.162293
14.164871,32.107041
-20.851812,4.383163
13.936737,5.572451
29.659277,47.377053
-14.090073,18.968773
-5.492043,13.916168
30.205302,43.035029
7.949157,6.036199
-17.063294,4.794552
7.380693,36.108734
6.976783,33.558122
-16.82394,13.691774
1.49409,26.040923
24.786187,38.823901
-3.405179,4.996506
-6.412058,6.324171
30.762547,54.351966
2.649719,35.843201
-21.872805,9.316091
19.034221,26.90858
23.357545,25.43132
-6.423278,4.304625
-5.61172,21.414667
25.332212,33.236491
-4.418692,-1.985887
-10.727903,-0.317891
26.52524,50.189457
-0.817168,18.849096
-26.715975,-15.135375
27.048826,39.25399
27.2994,49.078707
-17.527041,-12.558584
6.505556,12.210773
26.024094,43.984963
-7.552728,19.518538
-5.162932,0.860177
27.849165,44.250496
4.643086,27.611681
-13.708603,-12.285571
20.627418,39.721477
16.898738,36.123694
-22.579646,-13.702993
-4.605687,20.980839
20.777014,50.032382
-7.040362,12.898915
-13.940477,6.215714
27.901524,41.946718
12.818507,33.483324
-19.497968,1.720354
11.004656,34.152766
24.958222,31.740531
-13.390712,0.594644
6.019369,16.590196
29.094552,42.092574
-8.906572,18.886495
-19.314713,11.141162
30.298799,33.479584
6.688811,39.340008
-23.705356,2.359877
22.112158,34.627734
28.683163,31.310442
-13.117699,4.566418
-2.952651,31.703132
29.797653,46.872166
-11.359946,17.065163
-6.183925,6.533605
17.059554,20.898561
11.715237,20.92848
-12.590373,3.982993
11.520762,43.898946
11.019615,31.587195
-24.894644,1.286526
-1.101401,27.061916
18.248842,39.672859
0.854567,0.706841
-0.663832,3.642663
17.549481,52.35112
5.159192,29.062763
-27.493875,-0.149596
24.344879,29.88928
21.192143,37.189565
-17.081993,0.269273
